网站,品牌,产品名称,规格,原价货币,原价金额,人民币税前,人民币税后,解析雪茄支数,单支人民币税后,链接
LCDH Bonn,Trinidad,Trinidad Topes,Nein / 125,EUR,64.00,509.61,764.42,,,https://www.lcdh-bonn.de/products/trinidad-topes
LCDH Bonn,Trinidad,Trinidad Reyes,Ja / 110,EUR,34.00,270.73,406.10,,,https://www.lcdh-bonn.de/products/trinidad-reyes
LCDH Bonn,Trinidad,Trinidad Coloniales,Ja / 132,EUR,48.50,386.19,579.28,,,https://www.lcdh-bonn.de/products/trinidad-coloniales
LCDH Bonn,Romeo y Julieta,Romeo y Julieta Linea Clasica Sport Largos,Nein / 117,EUR,162.50,1293.92,1940.88,,,https://www.lcdh-bonn.de/products/romeo-y-julieta-linea-clasica-sport-largos
LCDH Bonn,Romeo y Julieta,Romeo y Julieta Linea Clasica Regalias Londres,Nein / 117,EUR,182.50,1453.17,2179.76,,,https://www.lcdh-bonn.de/products/romeo-y-julieta-linea-clasica-regalias-londres
LCDH Bonn,Romeo y Julieta,Romeo y Julieta Puritos,Nein / 112,EUR,6.50,51.76,77.64,,,https://www.lcdh-bonn.de/products/romeo-y-julieta-puritos
LCDH Bonn,Romeo y Julieta,Romeo y Julieta Linea Clasica Petit Royales,Nein / 95,EUR,310.00,2468.41,3702.62,,,https://www.lcdh-bonn.de/products/romeo-y-julieta-linea-clasica-petit-royales
LCDH Bonn,Romeo y Julieta,Romeo y Julieta Linea Churchill Petit Churchills,Nein / 102,EUR,432.50,3443.82,5165.73,,,https://www.lcdh-bonn.de/products/romeo-y-julieta-linea-churchill-petit-churchills
LCDH Bonn,Romeo y Julieta,Romeo y Julieta Mini,Ja / 82,EUR,13.20,105.11,157.66,,,https://www.lcdh-bonn.de/products/romeo-y-julieta-mini
LCDH Bonn,Romeo y Julieta,Romeo y Julieta Club,Ja / 20er Schachtel / 95,EUR,16.70,132.98,199.47,,,https://www.lcdh-bonn.de/products/romeo-y-julieta-club
LCDH Bonn,Partagas,Partagas Linea Serie Puritos,Nein / 5er Schachtel / 112,EUR,6.20,49.37,74.06,,,https://www.lcdh-bonn.de/products/partagas-linea-serie-puritos
LCDH Bonn,Partagas,Partagas Linea Serie Mini,Ja / 20er Schachtel / 82,EUR,11.20,89.18,133.77,,,https://www.lcdh-bonn.de/products/partagas-linea-serie-mini
LCDH Bonn,Partagas,Partagas Linea Serie Club,Ja / 20er Schachtel / 95,EUR,15.00,119.44,179.16,,,https://www.lcdh-bonn.de/products/partagas-linea-serie-club
LCDH Bonn,Partagas,Partagas Mini,Ja / 20er Schachtel / 82,EUR,10.80,86.00,129.00,,,https://www.lcdh-bonn.de/products/partagas-mini
LCDH Bonn,Partagas,Partagas Club,Ja / 20er Schachtel / 95,EUR,14.80,117.85,176.78,,,https://www.lcdh-bonn.de/products/partagas-club
LCDH Bonn,Montecristo,Montecristo Short,Ja / 10er Schachtel / 82,EUR,13.50,107.50,161.25,,,https://www.lcdh-bonn.de/products/montecristo-short
LCDH Bonn,Montecristo,Montecristo OPEN Mini,Ja / 82,EUR,3.15,25.08,37.62,,,https://www.lcdh-bonn.de/products/montecristo-open-mini
LCDH Bonn,Montecristo,Montecristo OPEN Club,Ja / 95,EUR,4.60,36.63,54.94,,,https://www.lcdh-bonn.de/products/montecristo-open-club
LCDH Bonn,Montecristo,Montecristo Mini,Ja / 82,EUR,14.50,115.46,173.19,,,https://www.lcdh-bonn.de/products/montecristo-mini
LCDH Bonn,Montecristo,Montecristo Club,Ja / 20er Schachtel / 95,EUR,19.00,151.29,226.94,,,https://www.lcdh-bonn.de/products/montecristo-club
LCDH Bonn,Montecristo,Montecristo Linea Clasica Joyitas,Ja / 115,EUR,267.50,2130.00,3195.00,,,https://www.lcdh-bonn.de/products/montecristo-linea-clasica-joyitas
LCDH Bonn,Hoyo de Monterrey,Hoyo de Monterrey Linea Clasica Petit Robustos,Nein / 102,EUR,48.90,389.37,584.06,,,https://www.lcdh-bonn.de/products/hoyo-de-monterrey-linea-clasica-petit-robustos
LCDH Bonn,Cohiba,Cohiba White Mini,Nein / 20er Schachtel / 82,EUR,18.90,150.49,225.74,,,https://www.lcdh-bonn.de/products/cohiba-white-mini
LCDH Bonn,Cohiba,Cohiba White Club,Ja / 20er Schachtel / 95,EUR,22.90,182.34,273.51,,,https://www.lcdh-bonn.de/products/cohiba-white-club
LCDH Bonn,Cohiba,Cohiba Linea 1492 | Siglo Serie Siglo I,Nein / 102,EUR,170.00,1353.64,2030.46,,,https://www.lcdh-bonn.de/products/cohiba-linea-1492-siglo-serie-siglo-i
LCDH Bonn,Cohiba,Cohiba Linea Clasica Panetelas,Ja / 115,EUR,155.00,1234.20,1851.30,,,https://www.lcdh-bonn.de/products/cohiba-linea-clasica-panetelas
LCDH Bonn,Cohiba,Cohiba Mini,Ja / 20er Schachtel / 82,EUR,18.90,150.49,225.74,,,https://www.lcdh-bonn.de/products/cohiba-mini
LCDH Bonn,Cohiba,Cohiba Linea 1492 | Siglo Serie Medio Siglo,Ja / 102,EUR,66.00,525.53,788.30,,,https://www.lcdh-bonn.de/products/cohiba-linea-1492-siglo-serie-medio-siglo
LCDH Bonn,Cohiba,Cohiba Club,Ja / 20er Schachtel / 95,EUR,22.90,182.34,273.51,,,https://www.lcdh-bonn.de/products/cohiba-club
Tecon GmbH,Cohiba,Cohiba Espl�ndidos Gran Reserva (Julieta No. 2) 2 Zigarren Estervals Pipe House,默认,EUR,0.00,0.00,0.00,,,https://www.tecon-gmbh.de/product_info.php?products_id=16880
Tecon GmbH,Trinidad,Trinidad Cabildos Edicion Limitada 2024 (Ilustres) 12 Zigarren Estervals Pipe House,默认,EUR,0.00,0.00,0.00,,,https://www.tecon-gmbh.de/product_info.php?products_id=16498
Tabak Träber,Bolivar,Bolivar - Tabak Träber,默认,EUR,540.00,4299.80,6449.70,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Bolivar:::1_2_3.html
Tabak Träber,Cohiba,Cohiba - Tabak Träber,默认,EUR,0.00,0.00,0.00,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Cohiba:::1_2_21.html
Tabak Träber,H. Upmann,H. Upmann - Tabak Träber,默认,EUR,590.00,4697.93,7046.90,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/H-Upmann:::1_2_48.html
Tabak Träber,Hoyo de Monterrey,Hoyo de Monterrey - Tabak Träber,默认,EUR,255.00,2030.46,3045.69,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Hoyo-de-Monterrey:::1_2_49.html
Tabak Träber,Montecristo,Montecristo - Tabak Träber,默认,EUR,0.00,0.00,0.00,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Montecristo:::1_2_53.html
Tabak Träber,Partagas,Partagas - Tabak Träber,默认,EUR,625.00,4976.62,7464.93,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Partagas:::1_2_54.html
Tabak Träber,Punch,Punch - Tabak Träber,默认,EUR,230.00,1831.40,2747.10,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Punch:::1_2_56.html
Tabak Träber,Romeo y Julieta,Romeo y Julieta - Tabak Träber,默认,EUR,537.50,4279.90,6419.85,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Romeo-y-Julieta:::1_2_60.html
Tabak Träber,Trinidad,Trinidad - Tabak Träber,默认,EUR,132.00,1051.06,1576.59,,,https://www.tabak-traeber.de/Zigarren/Kuba-Havanna/Trinidad:::1_2_64.html
Tabak Träber,Oliva,Oliva - Tabak Träber,默认,EUR,324.00,2579.88,3869.82,,,https://www.tabak-traeber.de/Zigarren/Nicaragua/Oliva:::1_10_711.html
Tabak Träber,Plasencia,Plasencia - Tabak Träber,默认,EUR,262.00,2086.20,3129.30,,,https://www.tabak-traeber.de/Zigarren/Nicaragua/Plasencia:::1_10_782.html
Tabak Träber,Oliva,Oliva - Tabak Träber,默认,EUR,16.60,132.18,198.27,,,https://www.tabak-traeber.de/Zigarren/Zigarillos-Shortfiller/Oliva:::1_13_134.html
Falkum,Oliva,Oliva Year of the Horse 2026,默认,EUR,35.00,278.69,418.04,,,https://www.falkum.de/de/oliva-year-of-the-horse-2026.html
Falkum,Plasencia,Plasencia Reserva Original Toro,默认,EUR,12.10,96.35,144.52,,,https://www.falkum.de/de/plasencia-reserva-original-toro.html
Falkum,Plasencia,Plasencia Year of the Rabbit 2023,默认,EUR,52.00,414.06,621.09,,,https://www.falkum.de/de/plasencia-year-of-the-rabbit-2023.html
Falkum,Partagas,Partagas Cedros Year of the Snake,默认,EUR,70.00,557.38,836.07,,,https://www.falkum.de/de/partagas-cedros-year-of-the-snake.html
Falkum,Oliva,Oliva Serie V Melanio Edicion Ano 2025 Robusto Extra,默认,EUR,22.00,175.18,262.77,,,https://www.falkum.de/de/oliva-serie-v-melanio-edicion-ano-2025-robusto-extra.html
Falkum,Partagas,Habanos Jar Partagas,默认,EUR,270.00,2149.90,3224.85,,,https://www.falkum.de/de/habanos-jar-partagas.html
Falkum,Oliva,Oliva Connecticut Reserve Robusto,默认,EUR,9.50,75.64,113.46,,,https://www.falkum.de/de/oliva-connecticut-reserve-robusto.html
Falkum,Oliva,Oliva Serie V Double Toro,默认,EUR,16.60,132.18,198.27,,,https://www.falkum.de/de/oliva-serie-v-double-toro.html
Falkum,Oliva,Oliva Serie V Maduro Especial Double Robusto,默认,EUR,12.80,101.92,152.88,,,https://www.falkum.de/de/oliva-serie-v-maduro-double-robusto.html
Falkum,Montecristo,Montecristo Puritos,默认,EUR,36.00,286.65,429.98,,,https://www.falkum.de/de/montecristo-puritos-1.html
Falkum,Romeo y Julieta,Romeo y Julieta Puritos,默认,EUR,6.50,51.76,77.64,,,https://www.falkum.de/de/romeo-y-julieta-puritos-2.html
Falkum,Plasencia,Plasencia Alma del Cielo Amanecer Hexagono,默认,EUR,29.50,234.90,352.35,,,https://www.falkum.de/de/plasencia-alma-del-cielo-amanecer.html
Falkum,Plasencia,Plasencia Alma del Cielo Boreal Toro,默认,EUR,28.50,226.93,340.40,,,https://www.falkum.de/de/plasencia-alma-del-cielo-boreal-toro.html
Falkum,Plasencia,Plasencia Alma del Cielo Celeste Robusto,默认,EUR,26.50,211.01,316.52,,,https://www.falkum.de/de/plasencia-alma-del-cielo-celeste-robusto.html
Falkum,Oliva,Oliva Flor de Oliva Connecticut Robusto,默认,EUR,4.90,39.02,58.53,,,https://www.falkum.de/de/oliva-flor-de-oliva-connecticut-robusto.html
Falkum,Oliva,Oliva Flor de Oliva Connecticut Torpedo,默认,EUR,5.30,42.20,63.30,,,https://www.falkum.de/de/oliva-flor-de-oliva-connecticut-torpedo.html
Falkum,Plasencia,Plasencia Cosecha 151 San Diego Corona Gorda,默认,EUR,12.50,99.53,149.30,,,https://www.falkum.de/de/plasencia-cosecha-151-la-musica-toro-1.html
Falkum,Plasencia,Plasencia Cosecha 151 La Tradicion Toro,默认,EUR,18.90,150.49,225.74,,,https://www.falkum.de/de/plasencia-cosecha-151-la-musica-toro.html
Falkum,Plasencia,Plasencia Cosecha 151 La Musica Robusto,默认,EUR,16.30,129.79,194.68,,,https://www.falkum.de/de/plasencia-cosecha-151-la-musica-robusto.html
Falkum,Oliva,Oliva Serie V 135 Edición Aniversario Real,默认,EUR,18.00,143.33,215.00,,,https://www.falkum.de/de/oliva-serie-v-135-edicion-aniversario-real.html
Falkum,Oliva,Passatore Olivenholzpfeife Graziosa Oliva,默认,EUR,79.00,629.05,943.58,,,https://www.falkum.de/de/passatore-olivenholzpfeife-graziosa-oliva.html
Falkum,Oliva,Oliva Serie V Mini,默认,EUR,15.00,119.44,179.16,,,https://www.falkum.de/de/oliva-serie-v-mini-20-zigarillos.html
Falkum,Oliva,Oliva Serie V Senoritas,默认,EUR,16.00,127.40,191.10,,,https://www.falkum.de/de/oliva-serie-v-club-20-zigarillos-1.html
Falkum,Oliva,Oliva Serie V Club 20 Zigarillos,默认,EUR,16.60,132.18,198.27,,,https://www.falkum.de/de/oliva-serie-v-club-20-zigarillos.html
Falkum,Plasencia,Plasencia Cosecha 149 Azacualpa Toro,默认,EUR,18.50,147.31,220.96,,,https://www.falkum.de/de/plasencia-cosecha-149-azacualpa-toro.html
Falkum,Plasencia,Plasencia Cosecha 149 La Vega Robusto,默认,EUR,18.50,147.31,220.96,,,https://www.falkum.de/de/plasencia-cosecha-149-santa-fe-gordo-1.html
Falkum,Plasencia,Plasencia Cosecha 149 Santa Fe Gordo,默认,EUR,15.50,123.42,185.13,,,https://www.falkum.de/de/plasencia-cosecha-149-santa-fe-gordo.html
Falkum,Hoyo de Monterrey,Hoyo de Monterrey Zigarrenaschenbecher,默认,EUR,79.50,633.03,949.54,,,https://www.falkum.de/de/hoyo-de-monterrey-zigarrenaschenbecher.html
Falkum,Plasencia,Plasencia Alma Fuerte Colorado Claro Robustus II,默认,EUR,26.50,211.01,316.52,,,https://www.falkum.de/de/plasencia-alma-fuerte-colorado-claro-robustus-ii.html
Falkum,Plasencia,Plasencia Alma Fuerte Robustus I,默认,EUR,23.00,183.14,274.71,,,https://www.falkum.de/de/plasencia-alma-fuerte-robustus-i.html
Falkum,Partagas,Partagas Linea Maestra Geschenkbox,默认,EUR,450.00,3583.17,5374.76,,,https://www.falkum.de/de/partagas-linea-maestra-geschenkbox.html
Selected Cigars,Cohiba,Cohiba - Wide Short Limited Edition 50er Kiste,默认,EUR,193.03,1537.02,2305.53,,,https://selected-cigars.com/de/cohiba-wide-short-el-50er
Selected Cigars,Cohiba,Cohiba - Short 88 Year of the Horse EL 2026,默认,EUR,218.88,1742.85,2614.28,,,https://selected-cigars.com/de/cohiba-short-88-year-of-the-horse-el-2026
Selected Cigars,Punch,S.T.Dupont CC DOUBLE PUNCHER BLK/GOLDEN / 003282P,默认,EUR,239.90,1910.23,2865.34,,,https://selected-cigars.com/de/s-t-dupont-cc-double-puncher-blk-golden-003282p
Selected Cigars,Partagas,Partagas Porzellanjar (Leer),默认,EUR,265.00,2110.09,3165.14,,,https://selected-cigars.com/de/partagas-porcelain-jar-empty
Selected Cigars,Partagas,Partagas Cedros Year of the Snake (Año Chino),默认,EUR,70.00,557.38,836.07,,,https://selected-cigars.com/de/partagas-cedros-year-of-the-snake-ano-chino
Selected Cigars,Punch,S.T.Dupont CC DOUBLE PUNCHER BEHIKE BLACK / 003203P,默认,EUR,229.00,1823.44,2735.16,,,https://selected-cigars.com/de/s-t-dupont-cc-double-puncher-behike-black
Selected Cigars,Cohiba,Lederetui Cohiba Atmosphere Weiß/Gold,默认,EUR,189.00,1504.93,2257.40,,,https://selected-cigars.com/de/lederetui-cohiba-atmosphere-weiss-gold
Selected Cigars,Montecristo,Montecristo Mini,默认,EUR,14.50,115.46,173.19,,,https://selected-cigars.com/de/montecristo-mini
Selected Cigars,Romeo y Julieta,Romeo y Julieta Mini ,默认,EUR,13.20,105.11,157.66,,,https://selected-cigars.com/de/romeo-y-julieta-mini
Selected Cigars,Cohiba,Cohiba Wide Short 6er,默认,EUR,20.37,162.20,243.30,,,https://selected-cigars.com/de/cohiba-wide-short-6er
Selected Cigars,Partagas,S.T. Dupont ASHTRAY PARTAGAS BLUE/GOLDEN,默认,EUR,351.20,2796.47,4194.70,,,https://selected-cigars.com/de/s-t-dupont-ashtray-partagas-blue-golden
Selected Cigars,Montecristo,Montecristo Porzellanjar (Leer),默认,EUR,265.00,2110.09,3165.14,,,https://selected-cigars.com/de/montecristo-porzellanjar-leer
Selected Cigars,Cohiba,Cohiba Porzellanjar (Leer),默认,EUR,275.00,2189.72,3284.58,,,https://selected-cigars.com/de/cohiba-behike-porzellanjar-leer
Selected Cigars,Montecristo,Montecristo Open Mini ,默认,EUR,3.15,25.08,37.62,,,https://selected-cigars.com/de/montecristo-open-mini
Selected Cigars,Montecristo,Montecristo Open Club,默认,EUR,4.25,33.84,50.76,,,https://selected-cigars.com/de/montecristo-open-club
Selected Cigars,Cohiba,Cohiba Mini 20er,默认,EUR,18.33,145.95,218.92,,,https://selected-cigars.com/de/cohiba-mini-20
Selected Cigars,Partagas,Partagas Series Club 20er,默认,EUR,14.55,115.86,173.79,,,https://selected-cigars.com/de/partagas-series-club-20
Selected Cigars,Romeo y Julieta,ROMEO Y JULIETA PURITOS,默认,EUR,6.50,51.76,77.64,,,https://selected-cigars.com/de/r-y-j-puritos
Selected Cigars,Montecristo,MONTECRISTO PURITOS,默认,EUR,7.20,57.33,86.00,,,https://selected-cigars.com/de/mc-p-r-t-s
Selected Cigars,Montecristo,Montecristo Shorts 10er,默认,EUR,13.10,104.31,156.46,,,https://selected-cigars.com/de/montecristo-short-10-stuck
Selected Cigars,Montecristo,Ascher Montecristo Gelb Gold 3Cig.,默认,EUR,149.00,1186.43,1779.64,,,https://selected-cigars.com/de/montecristo-aschenbecher-2019-tricornio
The Cigar Smoker (LCDH Hamburg),Trinidad,Trinidad Shorts - tin can of 40,默认,EUR,79.00,629.05,943.58,,,https://www.thecigarsmoker.com/shop/Trinidad-Shorts-tin-can-of-40-p781294063
The Cigar Smoker (LCDH Hamburg),Cohiba,Cohiba Behike Porcelain Jar  for up to 25 cigars -  EMPTY,默认,EUR,280.00,2229.53,3344.30,25,133.77,https://www.thecigarsmoker.com/shop/Cohiba-Behike-Porcelain-Jar-for-up-to-25-cigars-EMPTY-p596660633
The Cigar Smoker (LCDH Hamburg),Partagas,Partagas Porcelain Jar  for up to 25 cigars -  EMPTY,默认,EUR,280.00,2229.53,3344.30,25,133.77,https://www.thecigarsmoker.com/shop/Partagas-Porcelain-Jar-for-up-to-25-cigars-EMPTY-p611039291
The Cigar Smoker (LCDH Hamburg),Montecristo,Montecristo Porcelain Jar  for up to 25 cigars -  EMPTY,默认,EUR,280.00,2229.53,3344.30,25,133.77,https://www.thecigarsmoker.com/shop/Montecristo-Porcelain-Jar-for-up-to-25-cigars-EMPTY-p596666120
The Cigar Smoker (LCDH Hamburg),Romeo y Julieta,Romeo y Julieta Porcelain Jar  for up to 25 cigars -  EMPTY,默认,EUR,280.00,2229.53,3344.30,25,133.77,https://www.thecigarsmoker.com/shop/Romeo-y-Julieta-Porcelain-Jar-for-up-to-25-cigars-EMPTY-p611035546
The Cigar Smoker (LCDH Hamburg),Cohiba,Cohiba Siglo I Tubos,默认,EUR,111.00,883.85,1325.78,,,https://www.thecigarsmoker.com/shop/Cohiba-Siglo-I-Tubos-3Pack-p282204131
The Cigar Smoker (LCDH Hamburg),Cohiba,Cohiba Panetelas,默认,EUR,775.00,6171.02,9256.53,,,https://www.thecigarsmoker.com/shop/Cohiba-Panetelas-box-of-25-p282160327
The Cigar Smoker (LCDH Hamburg),Trinidad,Trinidad Porcelain Jar  for up to 25 cigars -  EMPTY,默认,EUR,280.00,2229.53,3344.30,25,133.77,https://www.thecigarsmoker.com/shop/Trinidad-Porcelain-Jar-for-up-to-25-cigars-EMPTY-p689942805
The Cigar Smoker (LCDH Hamburg),Hoyo de Monterrey,Hoyo de Monterrey Porcelain Jar  for up to 25 cigars -  EMPTY,默认,EUR,280.00,2229.53,3344.30,25,133.77,https://www.thecigarsmoker.com/shop/Hoyo-de-Monterrey-Porcelain-Jar-for-up-to-25-cigars-EMPTY-p596662387
The Cigar Smoker (LCDH Hamburg),Punch,Passatore Duo Cigar Punch,默认,EUR,54.00,429.98,644.97,,,https://www.thecigarsmoker.com/shop/Passatore-Duo-Cigar-Punch-7mm-and-10mm-p286783678
The Cigar Smoker (LCDH Hamburg),Cohiba,S.T. Dupont Double Puncher Cohiba Behike 15th Anniversary Limited Edition,默认,EUR,250.00,1990.65,2985.98,,,https://www.thecigarsmoker.com/shop/S-T-Dupont-Double-Puncher-Cohiba-Behike-15th-Anniversary-Limited-Edition-p733014653
The Cigar Smoker (LCDH Hamburg),Cohiba,Cohiba Panetelas,默认,EUR,155.00,1234.20,1851.30,,,https://www.thecigarsmoker.com/shop/Cohiba-Panetelas-pack-of-5-p303701476
The Cigar Smoker (LCDH Hamburg),Hoyo de Monterrey,Hoyo de Monterrey lighter and cutter set,默认,EUR,150.00,1194.39,1791.58,,,https://www.thecigarsmoker.com/shop/Hoyo-de-Monterrey-lighter-and-cutter-set-p642556322
The Cigar Smoker (LCDH Hamburg),Partagas,Partagas lighter and cutter set,默认,EUR,150.00,1194.39,1791.58,,,https://www.thecigarsmoker.com/shop/Partagas-lighter-and-cutter-set-p642556319
The Cigar Smoker (LCDH Hamburg),Partagas,Partagas Classic Ashtray,默认,EUR,150.00,1194.39,1791.58,,,https://www.thecigarsmoker.com/shop/Partagas-Classic-Ashtray-p774664858
The Cigar Smoker (LCDH Hamburg),Cohiba,Cohiba Robusto - 3Pack,默认,EUR,238.80,1901.47,2852.20,,,https://www.thecigarsmoker.com/shop/Cohiba-Robusto-3Pack-p702035555
The Cigar Smoker (LCDH Hamburg),Partagas,PartagasSerie lighter and cutter set - LCDH Hamburg,默认,EUR,190.00,1512.89,2269.34,,,https://www.thecigarsmoker.com/shop/Partagas-Serie-lighter-and-cutter-set-p362788288
The Cigar Smoker (LCDH Hamburg),Montecristo,Montecristo lighter and cutter set,默认,EUR,150.00,1194.39,1791.58,,,https://www.thecigarsmoker.com/shop/Montecristo-lighter-and-cutter-set-p642533352
The Cigar Smoker (LCDH Hamburg),Cohiba,Cohiba Porcelain Jar  for up to 25 cigars -  EMPTY,默认,EUR,280.00,2229.53,3344.30,25,133.77,https://www.thecigarsmoker.com/shop/Cohiba-Porcelain-Jar-for-up-to-25-cigars-EMPTY-p689937063
The Cigar Smoker (LCDH Hamburg),Montecristo,Montecristo No. 1 - box of 25,默认,EUR,768.00,6115.28,9172.92,25,366.92,https://www.thecigarsmoker.com/shop/Trinidad-Topes-box-of-12-p284325051
The Cigar Smoker (LCDH Hamburg),Cohiba,Cohiba Medio Siglo Tubos,默认,EUR,208.50,1660.20,2490.30,,,https://www.thecigarsmoker.com/shop/Cohiba-Medio-Siglo-Tubos-3Pack-p282198073
The Cigar Smoker (LCDH Hamburg),Partagas,Partagas Ashtray - 2022 version,默认,EUR,80.00,637.01,955.52,,,https://www.thecigarsmoker.com/shop/Partagas-Ashtray-2022-version-p462318819
The Cigar Smoker (LCDH Hamburg),H. Upmann,H. Upmann lighter and cutter set,默认,EUR,150.00,1194.39,1791.58,,,https://www.thecigarsmoker.com/shop/H-Upmann-lighter-and-cutter-set-p642536110
The Cigar Smoker (LCDH Hamburg),Romeo y Julieta,S.T. Dupont Ashtray Romeo y Julieta,默认,EUR,445.00,3543.36,5315.04,,,https://www.thecigarsmoker.com/shop/S-T-Dupont-Ashtray-Romeo-y-Julieta-p786108772
Siglo Mundo,Quai d'Orsay,QUAI D'ORSAY No.52 10pcs + MONTECRISTO DOUBLE EDMUNDO 10pcs,Combo of 2,CHF,534.00,4632.82,6949.23,,,https://siglomundo.ch/products/quai-dorsay-no-52-10pcs-montecristo-double-edmundo-10pcs
Siglo Mundo,cuban,Exhibicion No. 3 - Vintage cigars,Single Cigar,CHF,25.00,216.89,325.34,,,https://siglomundo.ch/products/exhibicion-no-3-vintage-cigars
Siglo Mundo,BF,Coronitas in Cedros,Single Cigar,CHF,13.00,112.78,169.17,,,https://siglomundo.ch/products/coronitas-in-cedros-ato-oct11
Siglo Mundo,Romeo y Julieta,Amantes,Gift Box of 5,CHF,372.00,3227.36,4841.04,5,968.21,https://siglomundo.ch/products/amantes
Siglo Mundo,Romeo y Julieta,Short Churchill Reserva 2019,Gift Box of 3,CHF,534.00,4632.82,6949.23,3,2316.41,https://siglomundo.ch/products/short-churchill-reserva
Siglo Mundo,cuban,EPICURE No. 2,SLB of 25,CHF,590.00,5118.66,7677.99,,,https://siglomundo.ch/products/epicure-no-2
Siglo Mundo,cuban,EPICURE No. 2,Pack of 3,CHF,70.80,614.24,921.36,3,307.12,https://siglomundo.ch/products/epicure-no-2
Siglo Mundo,cigarillos,Short Humidor - Year of the Horse,Box of 88,CHF,230.00,1995.41,2993.12,88,34.01,https://siglomundo.ch/products/short-humidor-year-of-the-horse
Siglo Mundo,BF,Wide Short,Pack of 6,CHF,22.00,190.87,286.30,6,47.72,https://siglomundo.ch/products/wide-short-1
Siglo Mundo,cuban,EDMUNDO - The Vault,Box of 25,CHF,900.00,7808.13,11712.20,25,468.49,https://siglomundo.ch/products/edmundo-the-vault
Siglo Mundo,cigarillos,CLUB Limited Edition,Pack of 60,CHF,82.00,711.41,1067.12,60,17.79,https://siglomundo.ch/products/club-limited-edition
Siglo Mundo,cuban,Cedros,single cigar,CHF,64.00,555.24,832.86,,,https://siglomundo.ch/products/cedros
Siglo Mundo,Punch,SparkCut Duo Punch Cutter,默认,CHF,67.44,585.09,877.64,,,https://siglomundo.ch/products/sparkcut-duo-punch-cutter
Siglo Mundo,cigarillos,CLUB Metal Box,Pack of 20,CHF,17.50,151.82,227.73,20,11.39,https://siglomundo.ch/products/club-metal-box-1
Siglo Mundo,cigarillos,CLUB Metal Box Limited Edition,Pack of 20,CHF,17.50,151.82,227.73,20,11.39,https://siglomundo.ch/products/club-metal-box-limited-edition
Siglo Mundo,Punch,Happy Torch Cigar Lighter Rubber Black with Cigar Punch,默认,CHF,6.68,57.95,86.92,,,https://siglomundo.ch/products/happy-torch-cigar-lighter-rubber-black-with-cigar-punch
Siglo Mundo,Punch,Cigar Punch,默认,CHF,15.44,133.95,200.92,,,https://siglomundo.ch/products/cigar-punch-silver-satin-with-2-blades
Siglo Mundo,Romeo y Julieta,Leather cigar case Romeo y Julieta 3 cigars,默认,CHF,104.00,902.27,1353.40,3,451.13,https://siglomundo.ch/products/leather-cigar-case-romeo-y-julieta-3-cigars
Siglo Mundo,Romeo y Julieta,Leather cigar case Romeo y Julieta,默认,CHF,96.00,832.87,1249.30,,,https://siglomundo.ch/products/leather-cigar-case-romeo-y-julieta
Siglo Mundo,H. Upmann,Leather cigar case H. UPMANN,默认,CHF,90.40,784.28,1176.42,,,https://siglomundo.ch/products/leather-cigar-case-h-upmann
Siglo Mundo,Hoyo de Monterrey,Leather cigar case HOYO DE MONTERREY,默认,CHF,104.00,902.27,1353.40,,,https://siglomundo.ch/products/leather-cigar-case-hoyo-de-monterrey
Siglo Mundo,Cohiba,Leather cigar case COHIBA,默认,CHF,96.00,832.87,1249.30,,,https://siglomundo.ch/products/leather-cigar-case-cohiba-copia
Siglo Mundo,Cohiba,Leather woven print cigar case COHIBA,默认,CHF,104.00,902.27,1353.40,,,https://siglomundo.ch/products/leather-cigar-case-cohiba
Siglo Mundo,Trinidad,Leather cigar case TRINIDAD,默认,CHF,90.40,784.28,1176.42,,,https://siglomundo.ch/products/leather-cigar-case-for-2-caribbean-cigars
Siglo Mundo,Punch,Firebird Punch Cutter,Red,CHF,16.00,138.81,208.22,,,https://siglomundo.ch/products/firebird-punch-cutter
Siglo Mundo,Punch,Firebird Punch Cutter,Black,CHF,16.00,138.81,208.22,,,https://siglomundo.ch/products/firebird-punch-cutter
Siglo Mundo,Punch,Firebird Punch Cutter,Blue,CHF,16.00,138.81,208.22,,,https://siglomundo.ch/products/firebird-punch-cutter
Siglo Mundo,Punch,Firebird Punch Cutter,Silver Matt,CHF,16.00,138.81,208.22,,,https://siglomundo.ch/products/firebird-punch-cutter
Siglo Mundo,Romeo y Julieta,Romeo y Julieta Ashtray,默认,CHF,108.00,936.98,1405.47,,,https://siglomundo.ch/products/romeo-y-julieta-ashtray
Siglo Mundo,Partagas,Partagas Ashtray,默认,CHF,116.00,1006.38,1509.57,,,https://siglomundo.ch/products/partagas-ashtray
Siglo Mundo,Montecristo,Montecristo Tricorn Ashtray,默认,CHF,96.00,832.87,1249.30,,,https://siglomundo.ch/products/montecristo-tricorn-ashtray
